0.9 -8.0085578  -7.9905403  -8.0287424  -8.1833599  -8.2389898 
1.0 -8.0085578  -7.9901646  -8.0272997  -8.1714794  -8.2208305 
1.1 -8.0085578  -7.9897036  -8.0250188  -8.1508846  -8.1902113 
1.2 -8.0085578  -7.9891547  -8.0224455  -8.1256774  -8.1540721 
1.3 -8.0085578  -7.9885503  -8.0203020  -8.0993961  -8.1182573 
1.4 -8.0085578  -7.9879729  -8.0191066  -8.0749207  -8.0870409 
1.5 -8.0085578  -7.9875241  -8.0192903  -8.0534611  -8.0627062 
