 0    0.7582  0.5521  1.0320  1.3021   1.5484  
10    0.7582  0.6231  1.0489  1.2654   1.5217  
20    0.7582  0.6467  1.0376  1.2474   1.4980  
30    0.7582  0.6598  1.0267  1.2365   1.4808  
40    0.7582  0.6684  1.0174  1.2299   1.4687  
50    0.7582  0.6741  1.0098  1.2254   1.4597  
