0.9   0.7582  0.6897  0.8541  0.8742   0.9229  
1.0   0.7582  0.6773  0.9054  0.9551   1.0508  
1.1   0.7582  0.6682  0.9650  1.0710   1.2286  
1.2   0.7582  0.6541  1.0320  1.2416   1.4890  
1.3   0.7582  0.6110  1.1256  1.5513   1.9983  
1.4   0.7582 -0.3095 -0.7430  2.7324   4.6827  
1.5   0.7582  2.2103  3.1718  5.3944  -7.7666  
