0.9 0.7582  0.5772   0.9978  1.0638  1.1971 
1.0 0.7582  0.5723   1.0110  1.0636  1.2111 
1.1 0.7582  0.5684   1.0208  1.0632  1.2031 
1.2 0.7582  0.5648   1.0285  1.0476  1.1838 
1.3 0.7582  0.5621   1.0340  1.0231  1.1627 
1.4 0.7582  0.5599   1.0393  0.9987  1.1402 
1.5 0.7582  0.5582   1.0427  0.9740  1.1165 
