0.9   0.7582  0.6616  1.0042  1.2042   1.3985  
1.0   0.7582  0.6592  1.0167  1.2239   1.4431  
1.1   0.7582  0.6566  1.0256  1.2360   1.4720  
1.2   0.7582  0.6541  1.0320  1.2416   1.4890  
1.3   0.7582  0.6520  1.0365  1.2422   1.4972  
1.4   0.7582  0.6502  1.0405  1.2402   1.5002  
1.5   0.7582  0.6489  1.0431  1.2337   1.4966  
