0.9 0.7582  0.6698  1.0807  1.2304  1.5467 
1.0 0.7582  0.6729  1.0695  1.2096  1.4882 
1.1 0.7582  0.6751  1.0481  1.1833  1.3996 
1.2 0.7582  0.6767  1.0239  1.1824  1.3331 
1.3 0.7582  0.6779  1.0055  1.2264  1.3235 
1.4 0.7582  0.6794  0.9993  1.3471  1.4105 
1.5 0.7582  0.6816  1.0088  1.5593  1.6147 
