-.00 -8.0085578  -7.9906748  -8.0246478  -8.1339052  -8.1677675 
-.10 -8.0085578  -7.9898710  -8.0235489  -8.1301555  -8.1614638 
-.20 -8.0085578  -7.9893673  -8.0227831  -8.1270832  -8.1563556 
-.30 -8.0085578  -7.9889611  -8.0221329  -8.1242685  -8.1518686 
-.40 -8.0085578  -7.9886194  -8.0215860  -8.1217310  -8.1479240 
-.50 -8.0085578  -7.9883258  -8.0210741  -8.1194101  -8.1444058 
