0.9 -8.0085578   0.0000000   0.0000000   0.0000000   0.0000000 
1.0 -8.0085578   0.0000000   0.0000000   0.0000000   0.0000000 
1.1 -8.0085578  -7.9870767  -8.0191910  -8.1318875  -8.1687455 
1.2 -8.0085578  -7.9891547  -8.0224455  -8.1256774  -8.1540721 
1.3 -8.0085578  -7.9889254  -8.0279924  -8.1120861  -8.1301595 
1.4 -8.0085578  -7.9880085  -8.0410366  -8.0734944  -8.0836598 
1.5 -8.0085578  -7.9852774  -8.0689259  -8.0018898   0.0000000 
