0.9   0.7582  0.6589  0.8274  0.8149  0.8481 
1.0   0.7582  0.6321  0.8753  0.8621  0.9299 
1.1   0.7582  0.6046  0.9394  0.9284  1.0399 
1.2   0.7582  0.5648  1.0285  1.0476  1.1838 
1.3   0.7582  0.4825  1.1863  1.0551  1.2460 
1.4   0.7582 -0.6399 -3.7059  1.1261  1.4545 
1.5   0.7582  0.7517  3.9499  2.4527 -6.5780 
