# (1) C (2) CH4 (3) c2h4 (4)c2h6 (5) co (6) co2
0.45 -5.4796862 -8.1686396 -13.8892031 -15.1299449 -21.9063905 -38.1373860
0.55 -5.4802071 -8.1694967 -13.8908848 -15.1316792 -21.9072879 -38.1384571
0.65 -5.4802769 -8.1695892 -13.8910526 -15.1318430 -21.9075718 -38.1388750
0.75 -5.4803445 -8.1696981 -13.8912478 -15.1320560 -21.9078170 -38.1393681
0.85 -5.4803629 -8.1697328 -13.8913007 -15.1321338 -21.9075392 -38.1392533
0.95 -5.4803645 -8.1696331 -13.8910776 -15.1319490 -21.9057012 -38.1369838
