0.5 -1.1685544 -17.3514291 -0.4993334
0.6 -1.1701336 -17.3530223 -0.4998901
0.7 -1.1717652 -17.3546758 -0.5004712
0.8 -1.1733128 -17.3562508 -0.5010295
0.9 -1.1746470 -17.3576114 -0.5015192
1.0 -1.1756903 -17.3586697 -0.5019110
1.2 -1.1768789 -17.3598013 -0.5023799
1.4 -1.1771854 -17.3598547 -0.5025212
1.6 -1.1771242 -17.3593098 -0.5025217
